English Sentences,Hindi Sentences,Word Count (English),Word Count (Hindi),Difference between Word Count (English) and Word Count (Hindi)
"Talking about Allahabad the next destination of the delegation , the Secretary said it is the birth place of countrys first Prime Minister Pandit Jawaharlal Nehru and also subsequent two Prime Ministers of India, i.e., (Late) Smt. Indira Gandhi and (Late) Rajiv Gandhi have relationship with that place.",????? ??????? ?????? ???????? ?? ???? ??? ????????? ??? ?? ?? ???? ?? ????? ???????????? ?? ????? ??? ????? ?? ????? ????? ?? ??? ??? ?? ?? ??????????????? ????????? ??????? ?????? ????? ?? ????????? ????? ????? ?? ?? ?? ?????? ?? ???? ????? ???,48,44,4
"In Odisha, students have researched the role of district collectors in the state.",????? ??? ?? ??????? ?? ????? ??? ????????????? ?? ?????? ?? ?????? ??? ???.,13,14,1
"Realme 3 Pro is priced at Rs 13,999 for 4GB RAM + 64GB internal storage model, and Rs 16,999 for the 6GB RAM + 128GB internal storage model.","?????? 3 ???? ?? ??????? ???? 13,999 ????? ???? ?? 4 ???? ??? ?? 64 ???? ??????? ?? ???? 6 ???? ??? ?? 128 ???? ??????? ?? ???? 16,999 ????? ???",28,31,3
"Places of large public gatherings such as cinema halls, malls, gyms, sports complexes","????- ?????? ???, ???, ??? ?? ????????? ???????????",13,8,5
But they shall never wish for death because of the (evil) deeds they have committed. Allah is well aware of these evil-doers.,?? ?? ??? ?? ???? ?? ??? ?? ?? ???? ?? ???? ??? ??? ???? ???? ? ?????? ?? ???? ?? ??????? ?? ????? ??,22,25,3
Students should understand that this exam is only a halt of life and there are many such diversions still pending.,?????????? ?? ????? ?? ?? ??????? ???? ?? ?? ????? ????? ?? ?? ??? ?? ??? ???? ??? ???? ???.,20,20,0
Which prophet did your forefathers not persecute?,???????? ???????? ?? ???????????????? ??? ?? ??? ?? ???? ??????,7,10,3
"Candidates can download their BPSC admit cards for the Prelim examination from the BPSCs official website, bpsc.bih.nic.in .",????? ???????? ????????? ?????? ??? ????? ???? ???? ???????? ???? ?? ??????? ??????? www. bpsc. bih. nic. in ?? ???? ???? ????? ????? ??????? ?? ???? ???.,18,27,9
What more do you want?,?? ???? ????? ?????,,,0
He lived alone in the village.,"""?? ???? ??? ?? ????????? ???? ???",6,7,1
"""HDFC Bank said, """"Due to a technical glitch, some of our customers have been having trouble logging into our net banking and Mobile Banking App.""",???????? ???? ?? ???? ????? ??? ??? ?? ?? ?????? ??????? ?? ???? ????? ???????? ?? ?????? ?? ??? ??? ?? ???? ??? ??????? ?? ??? ???,25,27,2
Anyone found guilty will not be spared.,?????? ??? ?? ?? ??? ?????? ???? ??????,7,8,1
"On this occasion, Secretary, Ministry of Power,said, We celebrate NEC Day every year to recognise and celebrate the efforts towards energy conservation","?? ???? ??, ????? ???????? ??? ???? ?? ???, “????? ??????? ?? ???? ??? ???????? ?? ??????? ?? ????? ???? ?? ??? ?? ?? ???? ????? ???? ????? ???",22,29,7
"""The Bill will subsume four labour laws which are Minimum Wages Act, Payment of Wages Act, Payment of Bonus Act and Equal Remuneration Act.","?????? ??? ??? ???? ???????--??????? ???? ???????, ???? ?????? ???????, ???? ?????? ??????? ?? ???? ?????????? ??????? ?? ?????? ???? ?? ???????? ?? ??? ???",24,25,1
Hindu stone temples of the Champa civilization contain both Sanskrit and Chamic language stone inscriptions.,????? ?????? ?? ?????? ??????? ??? ???? ??????? ??????? ?? ??? ????? ?????? ??? ????,15,15,0
Tell me your address.,???? ??? ??????,,,0
Mechuka is a small town in Arunachals West Siang district bordering China.,"?????? ?? ??? ?? ??? ??, ?? ????? ?????? ???? ?? ??????? ?????? ??? ??????? ?????? ???? ?? ??????? ??? ???",12,21,9
"""""""India's youngest bank in an exchange filing said, """"""""RBI has communicated to us that since the Bank was not able to bring down the shareholding of Non Operative Financial Holding Company (NOFHC) to 40 percent as required under the licensing condition, general permission to open new branches stands withdrawn and the Bank can open branches with prior approval of RBI and the remuneration of the MD & CEO of the Bank stands frozen at the existing level, till further notice.""""""",???? ?????? ?? ?????? ???? ?? ??? ?? ??? ????? ?????? ???? ?? ???? ????? ?????????? ??? ?? ??????? ??? ???? ???? ?? ???? ??? ?? ?????? ?? ???? ????? ???? ?? ?? ???? ??? ?? ????????? ?? ???????????? ?? ????? 40 ????? ?? ???? ??? ????? ???? ??? ???,,50,50
Set here the raindrops' size.,???? ?? ???? ?? ?????? ?? ???? ??? ????,5,9,4
So we decided to do that.,????? ???? ??? ???? ?? ????? ?????,6,7,1
He joined the BJP at its Delhi unit office in the presence of Delhi BJP president Manoj Tiwari and State party incharge Shyam Jaju.,???????? ?????? ?????? ??????? ???? ?????? ?? ???? ???? ?? ??????? ??? ?????? ?? ??????? ???,24,16,8
Strict vigil in border areas,????????? ?????? ??? ?????,,,0
He is credited for contributions to the development of space technology in India and its extensive application to communications and remote sensing of natural resources.,???? ??? ???????? ???????????? ?? ????? ?? ????????? ???????? ?? ????? ??????? ?? ????? ??? ???? ???? ????? ??? ???? ?????? ?????? ?? ??? ?????? ?????? ???? ??.,25,28,3
"In 1980, an India-England Test match in Mumbai was brought forward by a day due to a solar eclipse.",0 ??? 1980 ??? ???? ?? ??????? ?? ??? ????? ??? ????? ??? ?? ????? ????? ?? ???? ?? ??? ???? ???? ???? ??? ???,19,25,6
CM Kejriwal will be contesting from the New Delhi constituency.,???? ???????? ?? ??? ??? ?? ?????? ???????? ??? ?? ????? ??? ??? ???.,10,14,4
Do not use the lift.,????? ?? ?????? ???? ???? ??????,5,6,1
"Speak up, son.","????? ??, ????.",,,0
On the Purusha side of him he is one with the Divine and participates in the divine mastery of the Ishwara.,???? ?????-???? ??? ?? ?????? ?? ??? ??? ?? ?? ????? ?? ????? ???????? ??? ??? ???? ???,21,18,3
"""Therefore thou art inexcusable, O man, whosoever thou art that judgest: for wherein thou judgest another, thou condemnest thyself. for thou that judgest doest the same things.","?? ?? ??? ?????????, ?? ??? ????? ? ??. ?? ???????? ??! ??????? ??? ??? ??? ?? ????? ?? ??? ????? ??, ??? ??? ??? ???? ?? ?? ?? ???? ?????? ??, ?????? ?? ?? ?? ??? ????? ??, ?? ?? ??? ??? ???? ???",27,45,18
"Google Pixel 2 has a a 5-inch Full HD AMOLED display, while Pixel gets a larger Fullscreen 6-inch pOLED Always-on display with QHD+ resolution and an aspect ratio of 18:9.",???? ?????? ?????????? ?? ??????: ???? ?????? ?????????? ??? 5 ??? ?? ??? ???? AMOLED ???????? ?? ?????-??? ???????? ??????????? 821 ???????? ???? ??? ???,30,25,5
We aren't fussy at all,???? ?? ?????? ???? ?????,5,5,0
"""These teachers will provide mainstream education like- Science, Maths, Computer, Hindi, English etc.","?? ?????? ?????????? ?? ?????? ???? ???????, ????, ???????????, ???????, ???????? ??? ?????? ???????",13,14,1
"After it came to light that the rape accused hailed from Bihar, the Kshatriya Thakor Sena said migrant workers from other states should not be given jobs in Gujarat.","???????? ?? ????? ????? ?? ???? ???? ??, ?? ??? ???? ?? ??? ???????? ????? ???? ?? ??? ?? ???? ??????? ?? ??????? ???????? ?? ?????? ??? ????? ???? ?? ???? ??????",29,32,3
Salman Khan and Katrina Kaif debatably are one of the most happening on-screen couples of Bollywood.,??????? ?? ????? ?????? ????? ????? ??? ?? ?????? ??? ???? ?? ?? ??? ??? ??? ???? ???.,16,18,2
"""""""The ball does turn square in India but we all know that as foreign players coming over here we have to deal with the conditions here . because when you are playing in India, it's all about how do we deal with the spin and we know that that's what is going to happen,"""""""" 36-year-old Lee said.""""""","???? ??? ???? ???? ????? ???? ?? ????? ?? ??? ?? ??? ?? ?? ?????? ????????? ?? ???? ?? ????? ?? ?????? ????? ??,, ??????? ?? ?? ???? ??? ??? ??? ??? ?? ?? ??? ????? ?? ?????? ?? ?????? ???? ?? ?? ???? ??? ?? ?? ?? ???? ???? ???",,,0
"Along with Akshay, the movie also features Kiara Advani in the lead role.",?? ????? ??? ????? ?? ??? ???????? ?????? ?????? ??? ??? ??? ????,13,13,0
"""Pompeo listed China's expansionism as """"the challenge of our time"""".""","??????? ?? ???, ??? ?? ?????????? ????? ??? ??? ?? ?????? ???",10,12,2
"""The fire brigade was immediately informed about it.",???-???? ??? ???? ????? ???? ??????? ????? ?? ?? ??.,8,10,2
"""They are both very good friends.",?? ????? ?? ????? ?????? ???,6,6,0
"For a person, what are the four ways to do this?","?? ??????? ?? ???, ?? ???? ?? ??? ??? ????? ???? ????",11,12,1
CBI files chargesheet against ex-Haryana CM Hooda in Manesar land deal case,?????? ???? ?????? ??? ????? ???? ??????? ?????? ????? ??? ??? ???,12,12,0
Akyulas thought about Yamato and the Ultimate Gadeaum Shot.,Akyulas Yamato ?? ????? Gadeaum ??? ?? ???? ??? ?????,9,10,1
Farmers dont need to fear about harvesting and procurement.,??????? ?? ????? ???? ?? ????? ??? ??????? ?? ????? ???? ?? ???????? ???? ???,9,15,6
To the lake!,???? ???! ???? ???!,,,0
"""The event has caused anger in the US.",??????? ??? ?? ???? ?? ????? ????? ?? ?? ???,8,10,2
A Bible study was started with the entire family.,???? ?????? ?? ??? ????? ?????? ???? ???? ??? ?,9,10,1
"""""""We will be using 80,000 Voter-Verified Paper Audit Trail (VVPAT) along with 80,000 Electronic Voting Machines (EVM).""","????? ???????? ??????? ????? ????? ?? ????? ?? 80,000 ???????????? ?????? ???? (?????) ?? ??? 80,000 ??????-???????? ???? ???? ????? (?????????) ?? ????? ???? ??????",17,25,8
I have no intention of joining the BJP.,???????? ??? ?? ???? ??? ??? ????? ???? ?? ????? ?????? ????.,8,12,4
"Alia's birthday bash was attended by several Bollywood celebs including Deepika Padukone, Ranveer Singh, Malaika Arora, Arjun Kapoor, Shashank Khaitan, among others.","??? ???? ????, ????? ????, ???????? ??????, ???? ???????, ??????? ????? ???? ?? ??????? ?? ?????? ???? ???",22,18,4
"Vera Baird, Redcar MP and Solicitor General for England and Wales, has been particularly very vocal about her views on Tatas approach to the Corus TCP issue",?????? ?? ????? ?? ???????? ? ????? ?? ???????? ???? ???? ?????? ???????? ?? ????-?????? ????? ??? ???? ?? ????? ?? ???? ????? ?????? ???? ??? ???? ???? ??? ????,27,30,3
I love our country very much.,??? ???? ?????????? ?? ???? ????? ???? ????,6,8,2
"""The recipients of the kickback include several categories of persons namely Air Force officials, bureaucrats including defence ministry officials and top political leaders of the then-ruling party.","""??? ?? ???, """"?????? ???? ????? ??? ?? ?????? ?? ??? ????? ??? ?????? ???? ???? ?? ???????, ????? ???????? ?? ???? ???? ??????? ?? ???????? ????????? ?????? ?? ????? ???? ???""",27,32,5
"""The term Taj Mahal is a corrupt form of the sanskrit term TejoMahalay signifying a Shiva Temple.",?????? ??? ????? ?? ????? ???? ???? ???? ????????? ???? ?? ??????? ??? ????????? ????? ??? ????????? ?????? ?????????? ???,17,20,3
Police have registered a case against unknown.,????? ?? ?????? ??????? ?? ????? ????? ???? ?? ?????? ???? ?? ?? ???,7,14,7
"Besides Jaipur, district collectors in Jodhpur and Jaisalmer in the state have the right to grant Indian citizenship to Pakistani migrants after thorough investigation.",?????? ??? ????? ?? ????? ?????? ??? ??????? ?? ???? ???????? ?? ?? ???????? ???? ??????? ??? ??????????? ?? ???????? ?????????? ???? ???? ?? ????????? ?????? ?? ?? ???,24,29,5
"""The BSE power index is the top sectoral gainer, up 0.4%.",????? ?? ???? ??????? 0.4 ????? ????? ??? ??? ???,11,10,1
"With rapid scientific and technological changes, the productivity and average earning of a secondary school certificate holder is significantly higher than that of a person who has studied only up to class VIII.","?????? ????????? ?? ????????????? ???????? ?? ??? ???????? ???????? ?????????? ???? ?? ????????? ?? ??? ?????, ?? ????? ?? ?????? ???? ?? ?? ??????? ?? ????? ??? ????????? ??? ?? ???? ???",33,32,1
Repo rate is the rate at which banks borrow from RBI.,"???? ??? ?? ????? ?? ???? ??, ???? ?????????? ?????? ?? ?????? ?? ???? ???? ?? ?????? ????? ??.",11,19,8
"Actress Priyanka Chopra and her pop star husband Nick Jonas have joined the movement against racism in the US, and sought justice for George Floyd.",????????? ???????? ?????? ?? ???? ??? ????? ??? ??? ???? ??????? ??? ??????? ?? ????? ?????? ??? ????? ?? ?? ??? ?? ???????? ????? ?????? ?? ??? ????? ????? ???,25,30,5
We must hide!,?? ?????? ?????!,,,0
Today the world is looking at India with the expectation that how many years India will take to join the economies of the size of $5 trillion,?????? ?? ????? ?? ???? ?? ?? ?????? ?? ?? ??? ??? ??? ?? ???? ????? ?????? ??? 5 ???????? ???? ?? ???? ??? ????? ???? ???,27,27,0
"Also, an insoluble, smelly solid waste was produced.",????? ???? ?? ?????? ??? ??????? ?? ??????? ???????? ?????? ?? ?? ??????? ???? ???,8,15,7
Nepals over 90 percent trade and economic activities are with India as nationals from both sides do not need visa to travel to each others country.,"????? ?? 90 ????? ?? ???? ??????? ???? ?? ??? ???? ??, ??????? ????? ????? ?? ???????? ?? ??-????? ??? ???? ?? ??? ???? ?? ????? ???? ????? ???",26,29,3
"Shuttlers frustrated due to lockdown, feel like a counsellor: Junior badminton coach Sanjay Mishra",??????? ?? ???? ????? ?? ????????? ?? ??? ??? ?????? ???????? ??????? : ??? ???? ??????,14,16,2
9 deaths were reported.,?????? 9 ????? ?? ??? ?? ???? ???,,8,8
"you attended to him,",?? ???? ???? ???? ??-,,5,5
Ind vs Ban 2017: Bangladesh need a sensational batting performance on Day 5 to hope for a positive result from this Test.,?????? ?? ??????????: ????? ??? ???? ??? ?? ???? ???? ?? ????? ???? ???????,22,14,8
Another Italian company ReiThera has said its coronavirus vaccine had shown a strong immune response in animals.,"""???? ?? ???? ?????? ????? ??????? ?? ???? ?? ?? ???? ??????????? ??????? ?? ??????? ??? “????? ?????????? ???????????” ????? ???",17,21,4
Shri Javadekar added that the Union Government has always accorded highest priority to the welfare of farmers and progress of agriculture and allied sectors in the country.,???? ??????? ?? ??? ?? ??????? ?? ?????? ?? ??? ??? ???? ? ??????? ????????? ?? ?????? ????? ?? ?????? ????? ?? ?????????? ??? ???,27,25,2
"""The Board of Directors decided the organisation and method guidelines of the company.",?????? ???? ?? ????? ?? ????? ?? ?????? ?? ???????? ???????? ?? ????,13,13,0
Ministry of Road Transport and Highways,??? ?????? ?? ???????? ???????? ?? ???????? ???? ????,6,9,3
"According to the order, the UK High Court Enforcement Officer would be permitted to enter Mallya's properties in Hertfordshire, near London.",???? ?? ??????? ???? ??? ????? ?? ???????? ??????? ?? ?????? ?? ???? ?? ??? ????????????? ??? ????? ?????????? ??? ?????? ?? ????? ?? ?????? ?? ?? ???,21,28,7
"""The accused boy has been apprehended.",??????? ????? ?? ?????? ??? ???? ??? ???,6,8,2
"""The state grows cotton on 2.6 million hectares, of which 0.8 million hectares is cultivated under traditional cottonseeds, while the remaining is covered under BT cottonseeds","????? ??? 26 ??? ???????? ??? ???? ?? ??????? ???? ??, ?????? ?? 8 ??? ???????? ??? ???? ?? ???????? ??? ?? ???????? ???? ?? ???? ???? ??????? ??? ???? ???? ?? ??? ?? ???????? ???? ???",26,37,11
"He is the quintessential 'Captain Cool' on the cricket field but at home, Mahendra Singh Shoni says it's his wife Sakshi who calls the shots and he never comes in the way.",??????? ?? ????? ?? ??? ?? ?? ‘ ?????? ???’ ??? ??? ????? ??????? ???? ???? ?? ???? ?? ?? ?? ?? ????? ??? ????? ???? ????? ?????? ???? ?? ?? ?? ??? ??? ???? ?????,32,36,4
See the tweets below:,????? ???? ??????? :,,,0
"""The three were stabbed to death.",????? ?? ????? ????? ?? ???,6,6,0
This was clarified by the Central Board of Direct Taxes (CBDT) in a circular.,???????? ????????? ?? ????? (????????) ?? ?? ?? ???? ??????? ??? ?? ??????? ?? ?? ???,14,16,2
"It is moving to the west-northwest at 7 mph (11 KM/HR)with maximum sustained winds of 165 mph (270 km/h), with higher gusts, making it a dangerous Category 5 hurricane on the Saffir-Simpson Scale, and has a minimum central pressure of 900 mbar (26.58 InHg).","?? ???? ??? ?? ??? 165 ??? ????? ???? (270 ???? / ????) ?? ?????? ?????? ????? ?? ??? 7 ??? ????? ???? (11 ???? / ????)) ??????-?????-?????? ?? ?? ??? ??? ??, ????? ?? ?????-??????? ????? ?? ?? ?????? ?????? 5 ????? ?? ??? ?? ?? 900 ?????? (26.58 InHg) ?? ??????? ???????? ???? ???? ???",,,0
This number will be increased in the coming days.,?? ??? ???? ????? ??? ?? ?????? ??? ???? ???,9,10,1
"""The Hyundai Elantra is among the popular models in the sedan segment in the Indian market, rivaling the likes of the Honda Civic, Skoda Octavia and Toyota Corolla Altis","????? ???????? ?????? ????? ??? ????? ?????, ?????? ???????? ??? ?????? ?????? ?????? ?? ????? ???? ???",29,17,12
